[ 2023-07-17 16:50:24,394 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:08,655 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 18:32:11,843 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 18:32:12,844 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:16,945 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 18:32:16,951 ] Disconnected from gameserver
[ 2023-07-17 18:32:18,096 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-17 18:32:18,098 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:19,061 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 18:32:22,243 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 18:32:23,244 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:27,343 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 18:32:27,346 ] Disconnected from gameserver
[ 2023-07-17 18:32:28,492 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-17 18:32:28,492 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:29,455 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 18:32:32,593 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 18:32:33,593 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 18:32:34,104 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 19:08:30,694 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-17 19:08:30,774 ] Disconnected from gameserver
[ 2023-07-17 22:25:32,645 ] Using spritesheet cache size of 910
[ 2023-07-17 22:25:33,332 ] Asset loading complete
[ 2023-07-17 22:25:35,499 ] All sound assets loaded
[ 2023-07-17 22:26:03,742 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 22:26:06,317 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-17 22:26:06,317 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-17 22:26:06,317 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-17 22:26:06,418 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-17 22:26:06,435 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:07,343 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 22:26:10,534 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 22:26:11,535 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:15,634 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 22:26:15,640 ] Disconnected from gameserver
[ 2023-07-17 22:26:16,893 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-17 22:26:16,893 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:17,842 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-17 22:26:20,984 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 22:26:22,035 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:26,084 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-17 22:26:26,087 ] Disconnected from gameserver
[ 2023-07-17 22:26:27,225 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-17 22:26:27,226 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:27,236 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-17 22:26:28,188 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 17:25:23,829 ] Using spritesheet cache size of 910
[ 2023-07-18 17:25:24,746 ] Asset loading complete
[ 2023-07-18 17:25:27,087 ] All sound assets loaded
[ 2023-07-18 17:25:29,521 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 17:25:30,870 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-18 17:25:30,870 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-18 17:25:30,870 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-18 17:25:30,947 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 17:25:30,954 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 17:25:31,898 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 17:25:35,001 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 17:25:36,000 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 17:25:38,230 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 17:25:38,954 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 17:25:38,955 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 17:25:39,915 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 17:25:40,973 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 20:50:40,184 ] Using spritesheet cache size of 910
[ 2023-07-18 20:50:40,715 ] Asset loading complete
[ 2023-07-18 20:50:43,196 ] All sound assets loaded
[ 2023-07-18 20:50:53,166 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 20:50:54,645 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-18 20:50:54,645 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-18 20:50:54,645 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-18 20:50:54,702 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 20:50:54,702 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 20:50:55,663 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 20:50:58,800 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 20:50:59,800 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 20:51:03,900 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 20:51:03,905 ] Disconnected from gameserver
[ 2023-07-18 20:51:05,122 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 20:51:05,124 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 20:51:05,136 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 20:51:06,087 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 21:40:06,234 ] Using spritesheet cache size of 910
[ 2023-07-18 21:40:06,711 ] Asset loading complete
[ 2023-07-18 21:40:08,443 ] All sound assets loaded
[ 2023-07-18 21:40:39,450 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 21:40:40,477 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-18 21:40:40,477 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-18 21:40:40,477 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-18 21:40:40,530 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 21:40:40,536 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 21:40:40,547 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 21:40:41,493 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 21:59:43,099 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-18 21:59:43,173 ] Disconnected from gameserver
[ 2023-07-18 22:19:34,289 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:19:34,955 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:19:34,957 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:19:35,914 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:19:39,049 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:19:40,050 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:19:44,149 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:19:44,153 ] Disconnected from gameserver
[ 2023-07-18 22:19:45,317 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:19:45,319 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:19:46,258 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:19:49,399 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:19:50,399 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:19:54,449 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:19:54,452 ] Disconnected from gameserver
[ 2023-07-18 22:19:55,610 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:19:55,612 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:19:56,554 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:19:58,677 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:27:10,949 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-18 22:27:11,026 ] Disconnected from gameserver
[ 2023-07-18 22:33:49,817 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:33:50,669 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:33:50,672 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:33:51,635 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:33:54,749 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:33:55,749 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:33:59,849 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:33:59,852 ] Disconnected from gameserver
[ 2023-07-18 22:34:01,004 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:34:01,049 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:34:01,964 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:34:05,149 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:34:06,149 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:34:10,249 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-18 22:34:10,253 ] Disconnected from gameserver
[ 2023-07-18 22:34:11,394 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:34:11,395 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:34:12,354 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:34:13,939 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:36:46,960 ] Using spritesheet cache size of 910
[ 2023-07-18 22:36:48,004 ] Asset loading complete
[ 2023-07-18 22:36:49,564 ] All sound assets loaded
[ 2023-07-18 22:36:51,328 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:36:52,388 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-18 22:36:52,388 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-18 22:36:52,388 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-18 22:36:52,440 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-18 22:36:52,445 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:36:52,456 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-18 22:36:53,399 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-18 22:45:38,707 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-18 22:45:38,779 ] Disconnected from gameserver
[ 2023-07-19 17:40:23,857 ] Using spritesheet cache size of 910
[ 2023-07-19 17:40:24,307 ] All sound assets loaded
[ 2023-07-19 17:40:24,440 ] Asset loading complete
[ 2023-07-19 17:40:26,705 ] All sound assets loaded
[ 2023-07-19 17:40:31,547 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 17:40:32,793 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-19 17:40:32,793 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-19 17:40:32,793 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-19 17:40:32,860 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 17:40:32,862 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:40:33,826 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 17:40:36,945 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:40:37,945 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:40:42,045 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:40:42,051 ] Disconnected from gameserver
[ 2023-07-19 17:40:43,252 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 17:40:43,253 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:40:44,216 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 17:40:47,345 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:40:48,395 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:40:52,445 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:40:52,448 ] Disconnected from gameserver
[ 2023-07-19 17:40:53,581 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 17:40:53,582 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:40:54,542 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 17:40:57,644 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:40:58,645 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:41:02,695 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 17:41:02,698 ] Disconnected from gameserver
[ 2023-07-19 17:41:03,837 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 17:41:03,838 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 17:41:04,793 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
